日期,測站,測項,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2017/06/10,新竹,PM10,37,31,30,28,29,34,34,30,33,32,29,30,30,44,51,40,34,31,29,24,14,18,30,30
2017/06/10,新竹,PM2.5,18,18,14,10,12,15,16,18,20,19,11,10,19,22,12,8,12,12,10,8,7,8,9,9
2017/06/10,新竹,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2017/06/10,新竹,RH,76,76,76,75,76,75,72,70,66,65,66,68,69,71,72,74,74,75,78,80,78,75,74,74
2017/06/10,新竹,SO2,1.3,0.5,0.6,0.7,0.7,0.9,1.2,1.5,1.3,1.3,0.6,0.5,0.5,0.6,0.6,0.6,0.5,0.7,0.7,0.7,0.7,0.7,0.8,0.8
2017/06/10,新竹,THC,1.9,1.9,1.9,2,2.2,2.2,2.2,2,2,1.9,1.8,1.8,1.9,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.9,2,1.9,1.9
2017/06/10,新竹,WD_HR,185,177,217,128,118,39,222,234,245,255,254,263,263,255,254,252,249,254,251,247,244,229,185,200
2017/06/10,新竹,WIND_DIREC,236,175,218,89,93,35,228,238,250,259,255,259,258,250,249,242,262,254,251,249,237,174,182,182
2017/06/10,新竹,WIND_SPEED,0.6,0.9,0.7,0.7,1,0.9,1,2.1,2.9,2.5,3.4,3.4,3.2,3.8,3,3.5,3.3,3.4,2.3,2.6,2.2,1,1.4,1.2
2017/06/10,新竹,WS_HR,0.9,0.8,0.7,0.6,0.6,0.7,0.2,1.4,1.9,2.4,2.8,2.6,2.4,2.9,2.6,3,2.7,2.9,2.4,2.1,1.9,1.2,1.1,0.8
2017/06/11,新竹,AMB_TEMP,28,28,28,27,27,27,28,29,30,30,31,32,31,31,31,31,30,30,30,27,27,27,27,27
2017/06/11,新竹,CH4,1.8,1.8,1.9,1.9,1.9,1.9,1.9,1.8,1.8,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.8,1.8,1.8,1.8
2017/06/11,新竹,CO,0.3,0.25,0.23,0.23,0.25,0.29,0.33,0.34,0.33,0.27,0.27,0.26,0.27,0.24,0.27,0.24,0.26,0.33,0.3,0.3,0.41,0.46,0.47,0.44
2017/06/11,新竹,NMHC,0.11,0.12,0.08,0.08,0.09,0.11,0.11,0.08,0.08,0.05,0.06,0.06,0.04,0.04,0.04,0.04,0.05,0.13,0.06,0.06,0.11,0.14,0.14,0.21
2017/06/11,新竹,NO,1.9,2.1,2,0.9,1.4,2.6,4.7,7.3,5.1,3.6,4.3,2.6,1.9,1.3,1.4,1.5,1.3,1.3,1.4,1,1.3,1.9,2,1.7
2017/06/11,新竹,NO2,11,12,9.7,6.8,8.6,9.9,9.1,9.9,7.8,5.4,7.1,5.7,4.7,4.1,5.4,5,3.8,7.2,5.1,8.3,14,18,18,14
2017/06/11,新竹,NOx,13,14,12,7.7,10,12,14,17,13,9.1,11,8.4,6.6,5.4,6.8,6.5,5.1,8.5,6.5,9.3,15,20,20,16
2017/06/11,新竹,O3,28,13,16,12,6.2,2.8,14,16,20,34,27,40,39,41,41,36,48,33,45,39,39,21,22,19
2017/06/11,新竹,PM10,23,22,25,24,22,22,21,30,36,32,27,29,30,28,34,35,33,30,22,11,6,14,20,20
2017/06/11,新竹,PM2.5,8,5,6,7,7,8,8,10,12,12,8,6,8,10,9,8,5,6,7,4,1,5,6,4
2017/06/11,新竹,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,14,NR,NR,NR,NR
2017/06/11,新竹,RH,75,77,78,79,79,79,75,74,75,76,72,68,69,71,70,70,73,74,73,82,84,84,83,82
2017/06/11,新竹,SO2,0.7,1.1,1.3,1.1,1.2,1.2,1.2,1.3,1.4,1.2,1.1,1.1,1.1,1.2,1.3,1.3,1.4,1.4,1.3,1.4,1.4,1.3,1.1,1.3
2017/06/11,新竹,THC,1.9,2,2,2,2,2,2,1.9,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.9,1.9,1.9,2.1
2017/06/11,新竹,WD_HR,227,194,212,227,223,185,99,253,249,254,252,244,270,281,262,258,264,258,220,133,152,164,85,93
2017/06/11,新竹,WIND_DIREC,245,198,253,192,201,184,229,261,258,248,241,243,270,298,260,267,268,237,86,108,90,141,97,90
2017/06/11,新竹,WIND_SPEED,1.6,1.1,0.6,1,0.8,0.8,0.9,2,3.1,2.4,3.7,2.8,2.7,2.9,2.5,2.3,2.3,2.3,2.4,1.2,1,1.2,1.3,1
2017/06/11,新竹,WS_HR,1,1,0.5,0.7,0.4,0.5,0.2,1.4,2.4,2.3,2.5,2.8,2.2,2.3,2.2,2,1.6,1.8,0.6,0.7,0.6,0.7,0.9,0.7
2017/06/12,新竹,AMB_TEMP,27,27,28,27,27,27,28,30,30,31,31,32,32,32,31,31,31,27,27,26,27,27,27,27
2017/06/12,新竹,CH4,1.8,1.9,1.8,1.8,1.8,1.9,1.8,1.8,1.9,1.8,0,1.8,1.8,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.8,1.8,1.8
2017/06/12,新竹,CO,0.4,0.29,0.18,0.18,0.19,0.25,0.3,0.44,0.49,0.43,0,0.39,0.31,0.26,0.25,0.25,0.29,0.36,0.39,0.43,0.54,0.6,0.47,0.32
2017/06/12,新竹,NMHC,0.17,0.2,0.03,0.04,0.19,0.37,0.23,0.13,0.16,0.11,0,0.37,0.06,0.04,0.03,0.11,0.06,0.09,0.1,0.13,0.16,0.26,0.15,0.11
2017/06/12,新竹,NO,1.8,1.4,0.7,0.5,0.4,3,8.7,11,7.3,4.1,0,0,0,-1.1,-0.2,0.4,1,1.9,0.9,2.9,4,6.3,5.7,2.2
2017/06/12,新竹,NO2,17,10,3.5,4.3,6.3,8.2,9.1,11,12,11,0,0,0,6.5,7.3,7.7,9.7,13,12,16,24,26,18,12
2017/06/12,新竹,NOx,18,12,4.1,4.8,6.7,11,18,23,19,15,0,0,0,5.4,7.1,8.2,11,15,13,19,28,33,24,14
2017/06/12,新竹,O3,15,15,19,15,3.9,3.4,7.5,18,27,35,0,34,0,50,42,35,27,18,18,13,7.5,3.7,7.4,9.7
2017/06/12,新竹,PM10,24,28,19,15,19,24,25,24,29,31,37,0,35,33,0,27,24,12,10,13,14,16,19,20
2017/06/12,新竹,PM2.5,11,11,6,2,1,2,6,10,10,10,12,-2,7,9,-2,6,9,8,2,1,3,5,5,7
2017/06/12,新竹,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,3.8,1.2,NR,0.4,0.4,0.2,NR,NR
2017/06/12,新竹,RH,81,80,77,76,76,78,74,71,71,70,70,66,64,64,71,73,71,78,76,79,80,83,82,81
2017/06/12,新竹,SO2,1.5,0.9,0.7,0.6,0.7,0.7,0.8,0.9,0.8,0.8,0,1,2.1,1.7,1.7,1.1,1.7,0.8,1.7,1.5,1.6,1.6,1.6,2.6
2017/06/12,新竹,THC,2,2.1,1.8,1.8,2,2.2,2.1,1.9,2,1.9,0,2.2,1.8,1.8,1.7,1.8,1.8,1.8,1.8,1.8,1.9,2,1.9,1.9
2017/06/12,新竹,WD_HR,138,110,182,168,101,97,78,257,249,248,261,259,256,261,253,260,247,242,167,171,162,91,174,232
2017/06/12,新竹,WIND_DIREC,90,181,185,121,116,86,92,262,255,255,277,253,0,256,255,254,228,236,181,170,82,155,197,228
2017/06/12,新竹,WIND_SPEED,1.2,1.3,1.1,0.7,0.5,1,0.8,1.2,3.1,2.5,2.4,3.4,0,2.9,3.2,2.7,3.8,1.7,1.5,1.9,0.8,1.1,0.9,1.1
2017/06/12,新竹,WS_HR,0.6,0.5,1.3,0.3,0.5,0.8,0.7,0.9,2.1,2.4,2.1,2.6,2.6,2.4,3.2,2,2,1.1,1,1.3,0.9,0.6,0.9,0.9
2017/06/13,新竹,AMB_TEMP,27,27,27,27,26,27,27,28,29,31,32,32,33,33,33,32,31,31,30,30,30,30,30,30
2017/06/13,新竹,CH4,1.8,1.9,1.8,1.8,1.9,1.8,1.8,1.8,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7
2017/06/13,新竹,CO,0.28,0.32,0.25,0.23,0.19,0.22,0.31,0.56,0.44,0.37,0.23,0.32,0.26,0.23,0.22,0.22,0.23,0.33,0.37,0.38,0.34,0.31,0.21,0.14
2017/06/13,新竹,NMHC,0.13,0.19,0.11,0.13,0.17,0.11,0.18,0.38,0.19,0.12,0.09,0.11,0.08,0.08,0.09,0.11,0.08,0.11,0.14,0.15,0.12,0.11,0.07,0.05
2017/06/13,新竹,NO,1.7,2.7,1.9,2.1,3.4,4,12,19,7.7,5.2,3.6,3.3,2.8,2.9,2.8,3.3,3.7,3.1,2.8,2.7,2.6,2.7,1.6,1.2
2017/06/13,新竹,NO2,14,17,13,14,11,11,11,17,13,11,8.9,14,8.9,8.9,8.8,9.4,5.6,9.8,10,13,10,9.7,6.5,5.7
2017/06/13,新竹,NOx,16,19,15,16,14,15,22,36,21,17,12,17,12,12,12,13,9.3,13,13,15,13,12,8.1,6.9
2017/06/13,新竹,O3,6.4,3.6,7.3,3.5,2.6,3.8,3.9,7.9,13,25,40,54,42,40,43,23,19,15,13,11,12,13,15,15
2017/06/13,新竹,PM10,18,22,24,23,22,21,21,25,25,22,28,37,34,25,29,40,39,39,31,16,11,9,10,11
2017/06/13,新竹,PM2.5,5,5,7,6,4,6,7,5,2,5,8,12,13,12,11,8,8,8,6,6,4,3,2,1
2017/06/13,新竹,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2017/06/13,新竹,RH,80,81,80,81,82,80,78,73,66,62,61,60,60,61,63,65,68,68,66,66,63,62,63,60
2017/06/13,新竹,SO2,2.8,2.9,2.3,2.3,1.7,1.6,2.2,2.2,1.8,2.1,2.6,4.7,3.9,3.4,3.2,3.3,2,2.8,2,2.1,1.8,2,1.9,1.7
2017/06/13,新竹,THC,2,2.1,1.9,2,2,1.9,2,2.2,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.7,1.8,1.8,1.9,1.8,1.8,1.8,1.7
2017/06/13,新竹,WD_HR,227,187,226,124,144,97,91,95,72,292,245,278,259,252,250,249,249,249,243,242,231,238,245,242
2017/06/13,新竹,WIND_DIREC,226,214,199,78,203,77,92,145,70,260,248,261,259,252,245,246,249,250,242,241,227,250,244,231
2017/06/13,新竹,WIND_SPEED,0.8,1.1,1.2,1.2,1,1.2,1.3,1.1,0.9,1.6,1.4,2,3.5,2.8,3.6,3.7,4.1,3.8,3.1,3.2,3.3,3.1,3.2,3.1
2017/06/13,新竹,WS_HR,1.1,0.4,1.2,0.6,0.6,0.5,0.8,0.9,0.7,0.6,1.3,1.6,2.4,3,3.8,3.6,4,3.6,3.2,2.9,3,2.6,2.9,2.6
2017/06/14,新竹,AMB_TEMP,30,30,30,30,28,28,27,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,23
2017/06/14,新竹,CH4,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.9,1.8,1.8,1.8,1.8,1.8,1.9,1.9,1.8,1.8
2017/06/14,新竹,CO,0.11,0.1,0.1,0.1,0.14,0.15,0.19,0.27,0.27,0.27,0.3,0.29,0.32,0.25,0.31,0.29,0.31,0.42,0.51,0.46,0.5,0.43,0.29,0.22
2017/06/14,新竹,NMHC,0.04,0.04,0.03,0.03,0.02,0.03,0.04,0.05,0.05,0.06,0.09,0.08,0.09,0.07,0.08,0.05,0.07,0.16,0.15,0.17,0.18,0.24,0.11,0.08
2017/06/14,新竹,NO,1.3,1.3,1.2,0.7,0.8,1,1.2,1.8,1.8,2,3.5,3.5,2.5,2.7,1.4,1,1,1.2,1.4,1.1,1.4,1.5,1,0.7
2017/06/14,新竹,NO2,5,4,3.6,2.4,2.5,3.4,4.5,6.4,6.3,8.6,11,9.7,9.6,8.6,9.2,7,7.8,18,23,19,24,18,9.7,7.4
2017/06/14,新竹,NOx,6.3,5.2,4.9,3.1,3.3,4.4,5.7,8.2,8,11,14,13,12,11,11,8,8.8,19,24,20,26,20,11,8.1
2017/06/14,新竹,O3,16,17,18,16,15,15,15,13,21,24,20,16,15,15,41,52,50,39,32,32,22,28,42,50
2017/06/14,新竹,PM10,10,12,13,13,11,11,13,13,11,10,11,10,8,11,13,8,6,9,8,7,7,10,9,9
2017/06/14,新竹,PM2.5,1,2,2,1,2,3,1,2,3,3,2,1,4,5,2,1,1,1,3,5,3,5,5,1
2017/06/14,新竹,RAINFALL,NR,NR,NR,NR,NR,0.2,3.8,14,7.8,3,2.6,3.6,9.2,49,18,4.4,1.8,10,0.8,NR,NR,0.2,1.4,1
2017/06/14,新竹,RH,57,55,54,55,68,68,76,86,87,87,87,84,82,87,90,90,89,89,89,88,87,87,88,88
2017/06/14,新竹,SO2,2.8,1.3,1.5,1.5,1.2,1.2,1.1,0.9,0.9,1,0.9,0.9,1,0.9,0.9,0.9,0.8,1.2,1.2,0.9,1.5,2.2,1.6,1.3
2017/06/14,新竹,THC,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.8,1.8,1.8,1.8,1.8,1.8,1.8,2,1.8,1.9,2,2,2,2.1,2.1,1.9,1.9
2017/06/14,新竹,WD_HR,236,231,231,238,239,228,236,233,239,230,228,227,244,236,262,281,61,69,88,77,71,54,61,62
2017/06/14,新竹,WIND_DIREC,232,235,233,244,228,232,243,230,238,231,229,223,239,257,264,112,61,80,86,42,53,51,63,68
2017/06/14,新竹,WIND_SPEED,2.8,3,2.7,3.6,3.3,3.5,3,3.8,3.7,2.6,3.2,2.1,2.8,4.5,1.6,0.7,1.1,1.3,1.7,1.1,1.2,1.4,3.1,2.7
2017/06/14,新竹,WS_HR,2.7,2.8,2.8,3,3.3,3.4,2.7,3,3.5,2.8,2.5,2.5,2.3,3.5,1.7,0.6,0.9,0.9,1.2,1,0.8,0.5,1.9,2.1
2017/06/15,新竹,AMB_TEMP,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
2017/06/15,新竹,CH4,1.8,1.8,1.8,1.8,1.8,1.9,1.9,1.9,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,2,1.9,1.9,1.9,1.9,2,1.9
2017/06/15,新竹,CO,0.23,0.23,0.21,0.23,0.18,0.25,0.29,0.44,0.53,0.47,0.44,0.36,0.36,0.37,0.37,0.36,0.45,0.62,0.69,0.66,0.53,0.58,0.58,0.53
2017/06/15,新竹,NMHC,0.06,0.05,0.05,0.08,0.09,0.13,0.15,0.17,0.23,0.26,0.17,0.16,0.18,0.26,0.19,0.17,0.2,0.48,0.44,0.36,0.25,0.27,0.34,0.26
2017/06/15,新竹,NO,0.9,0.9,0.9,1,1,1.1,1.2,2.2,3.2,3.4,2.8,3.4,2.4,2.9,2.7,2.6,3.3,3.4,3.2,3.2,1.8,2.4,2.3,1.7
2017/06/15,新竹,NO2,6.9,9.2,6.6,10,9.4,16,17,24,28,27,25,22,22,24,23,22,29,37,42,38,29,33,32,27
2017/06/15,新竹,NOx,7.8,10,7.5,11,10,18,18,26,31,31,28,26,24,27,26,25,32,40,45,41,31,35,35,29
2017/06/15,新竹,O3,50,45,43,37,35,25,31,25,23,25,28,33,34,32,30,29,22,17,13,10,16,11,11,11
2017/06/15,新竹,PM10,10,9,5,9,13,14,17,15,8,10,11,12,17,12,13,15,12,13,17,18,11,10,15,15
2017/06/15,新竹,PM2.5,3,2,4,7,7,7,13,10,5,5,7,7,4,4,8,8,8,10,9,10,8,8,9,11
2017/06/15,新竹,RAINFALL,1.8,1,1,0.8,2.2,3.2,2.4,1,4.4,2,5.4,NR,0.4,4.6,5.2,3.6,8.8,4,2.8,2.2,4,0.2,0.6,3.6
2017/06/15,新竹,RH,88,88,88,88,89,90,90,90,90,90,89,88,86,88,89,90,90,90,90,90,90,90,90,90
2017/06/15,新竹,SO2,1.3,2.3,1.4,1.7,1.4,1.9,1.9,1.6,2.2,2,1.5,1.3,1.7,1.6,1.1,1,1.7,1.7,1.7,1.4,1.2,1.9,1.9,1.5
2017/06/15,新竹,THC,1.9,1.9,1.9,1.9,1.9,2,2,2,2.1,2.1,2,2,2,2.1,2,2,2,2.5,2.4,2.2,2.1,2.2,2.3,2.2
2017/06/15,新竹,WD_HR,76,76,74,86,98,64,59,67,53,74,63,83,57,69,81,55,63,60,77,82,75,73,54,125
2017/06/15,新竹,WIND_DIREC,94,84,77,129,61,46,71,54,43,84,71,82,64,63,82,49,283,89,94,86,73,34,71,225
2017/06/15,新竹,WIND_SPEED,1.7,1.4,1.3,1,1.4,1.5,2.3,2.2,1.1,1.7,1.4,1.8,1.2,1.2,1.4,1.9,1.3,1.3,1.3,1.1,1.6,0.6,1.1,0.6
2017/06/15,新竹,WS_HR,1.2,1.2,1.1,0.6,0.7,1.1,1.5,1.1,1.2,1.2,1.4,1.3,1.2,1.4,1.1,1.1,0.8,1,1.1,0.9,0.8,0.3,0.7,0.1
2017/06/16,新竹,AMB_TEMP,23,23,23,23,23,24,24,25,26,26,25,25,25,25,25,25,25,25,25,25,25,26,26,26
2017/06/16,新竹,CH4,2,2,1.9,1.9,1.9,1.8,1.7,1.8,1.7,1.8,1.7,1.7,1.8,1.8,1.8,1.7,1.7,1.7,1.7,1.7,1.8,1.8,1.8,1.8
2017/06/16,新竹,CO,0.59,0.46,0.31,0.27,0.26,0.21,0.16,0.4,0.37,0.34,0.25,0.27,0.32,0.29,0.28,0.25,0.28,0.37,0.4,0.37,0.45,0.43,0.32,0.22
2017/06/16,新竹,NMHC,0.3,0.28,0.16,0.11,0.09,0.07,0.03,0.11,0.11,0.15,0.1,0.11,0.08,0.08,0.11,0.08,0.13,0.15,0.14,0.11,0.14,0.11,0.1,0.07
2017/06/16,新竹,NO,2.1,1.9,1.3,1.1,1,0.8,1.1,8.5,7.7,9.7,2.8,2.5,1.7,1.5,1.4,2.7,4.3,4.3,4.3,2.7,2,1.9,1.4,5.7
2017/06/16,新竹,NO2,30,25,12,7.9,8,7.6,6.1,16,13,17,9.5,11,11,8.8,11,10,12,15,13,12,15,13,11,15
2017/06/16,新竹,NOx,32,27,13,9,9,8.4,7.2,25,21,27,12,14,12,10,12,13,16,19,17,14,17,15,12,21
2017/06/16,新竹,O3,5.8,10,26,32,34,28,20,9,12,11,19,27,41,42,28,15,13,11,10,16,15,16,15,12
2017/06/16,新竹,PM10,12,11,11,10,15,12,12,19,20,18,19,15,10,9,9,10,10,11,11,12,9,10,14,12
2017/06/16,新竹,PM2.5,10,10,12,7,7,7,2,5,8,10,8,4,1,5,8,6,4,3,5,8,6,3,5,4
2017/06/16,新竹,RAINFALL,0.6,9.4,11,2.6,3,3.2,0.6,0.2,1,3.4,19,20,4,11,23,7,6.8,2.6,0.2,NR,NR,NR,0.2,6.6
2017/06/16,新竹,RH,91,91,91,91,91,91,90,88,84,84,88,90,89,89,90,90,89,89,87,82,80,81,78,79
2017/06/16,新竹,SO2,1.5,1.9,1.3,1.4,1.3,1.2,1.2,2.8,2.7,3.1,1.7,1.5,1.3,1.1,1.3,1.4,1.3,1.5,1.6,1.2,1.8,1.5,1.4,2.7
2017/06/16,新竹,THC,2.4,2.3,2.1,2,2,1.9,1.8,1.9,1.9,1.9,1.8,1.9,1.9,1.9,1.9,1.8,1.9,1.9,1.9,1.8,1.9,1.9,1.9,1.8
2017/06/16,新竹,WD_HR,278,344,297,309,278,291,271,258,253,260,272,273,294,286,259,238,228,230,230,230,254,253,240,258
2017/06/16,新竹,WIND_DIREC,334,295,294,66,312,284,263,259,257,264,267,268,298,282,254,232,239,228,233,235,254,250,243,260
2017/06/16,新竹,WIND_SPEED,1.1,1.2,1.6,0.8,1.1,1.7,1.7,1.8,2,2.7,2.9,1.6,1.9,1.6,2.7,2.4,2.4,2.6,2.6,2.2,2.1,2.7,2.1,2.5
2017/06/16,新竹,WS_HR,0.4,0.2,0.9,0.5,0.3,1.2,1.6,1.1,2.1,2.3,2.3,1.6,1.4,1.6,2.1,2.5,2.6,2.5,2.5,2.4,2.2,2.4,1.9,2.1
2017/06/17,新竹,AMB_TEMP,25,25,24,24,24,24,24,24,24,24,25,25,25,25,24,23,23,23,24,23,23,23,23,23
2017/06/17,新竹,CH4,1.7,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.9,1.8,1.8,1.8,1.8,1.8,1.8
2017/06/17,新竹,CO,0.16,0.17,0.14,0.15,0.15,0.2,0.22,0.24,0.28,0.35,0.46,0.42,0.49,0.35,0.28,0.31,0.35,0.48,0.47,0.31,0.36,0.32,0.34,0.3
2017/06/17,新竹,NMHC,0.03,0.03,0.05,0.05,0.05,0.04,0.03,0.03,0.05,0.11,0.17,0.13,0.14,0.08,0.12,0.13,0.16,0.18,0.14,0.08,0.1,0.08,0.12,0.11
2017/06/17,新竹,NO,1.2,0.8,1.2,1.6,1.3,3.3,1.1,1.4,1.5,1.6,1.8,1.7,2.2,1.9,1.6,1.8,1.7,2.6,3,1.4,1.4,1.4,1.5,1.5
2017/06/17,新竹,NO2,5.9,6,15,11,7.1,11,5.3,6.4,7.9,9.2,11,10,13,9.7,13,17,19,28,29,15,17,18,16,12
2017/06/17,新竹,NOx,7.1,6.8,16,12,8.4,14,6.4,7.7,9.4,11,13,12,15,12,14,18,20,31,32,17,19,19,18,13
2017/06/17,新竹,O3,29,38,13,17,18,24,48,52,52,53,50,51,49,49,48,43,40,27,20,37,33,32,31,33
2017/06/17,新竹,PM10,12,9,5,6,9,7,5,10,12,12,10,12,16,14,12,10,7,6,6,10,10,8,5,5
2017/06/17,新竹,PM2.5,3,4,2,1,1,2,1,2,3,1,2,3,4,5,5,5,7,7,4,3,2,1,1,3
2017/06/17,新竹,RAINFALL,6.4,11,11,2.6,0.2,1.2,1.6,2.2,0.2,NR,NR,NR,2.6,1.4,9,4.6,4.8,0.4,6,2,15,1.4,0.6,0.8
2017/06/17,新竹,RH,88,90,90,91,91,90,91,91,90,88,87,86,87,87,88,90,90,89,89,89,89,90,89,89
2017/06/17,新竹,SO2,0.5,1.6,2.5,1.8,1.3,2.7,1.3,1.4,1.3,1.6,1.6,1.4,1.4,1.4,3.2,2,1.2,2,1.6,1.5,1.3,1.3,1.2,1.1
2017/06/17,新竹,THC,1.8,1.8,1.8,1.9,1.9,1.8,1.8,1.8,1.8,1.9,2,1.9,1.9,1.9,1.9,2,2,2,2,1.9,1.9,1.9,1.9,1.9
2017/06/17,新竹,WD_HR,282,259,256,246,253,265,281,288,271,280,274,289,267,305,51,60,51,71,79,73,71,76,74,76
2017/06/17,新竹,WIND_DIREC,281,256,247,242,252,278,293,294,279,275,274,301,290,59,280,68,43,84,90,19,101,67,81,78
2017/06/17,新竹,WIND_SPEED,1.7,2.7,1.1,1.4,1.5,1.5,1.9,2.4,1.7,1.1,1,1.5,1.1,1.4,1.1,2.2,2.5,1.1,1.9,1.4,1.4,1.6,1.5,1.5
2017/06/17,新竹,WS_HR,1.9,1.9,1.6,1.3,1.3,1.7,1.6,1.9,1.5,1.2,1.1,1.3,0.9,0.6,1.1,1.9,1.8,1.1,1.2,1.3,1.1,1.5,1.2,1.5
2017/06/18,新竹,AMB_TEMP,23,23,23,23,23,23,23,23,24,26,27,27,26,26,26,25,24,24,24,25,26,25,25,25
2017/06/18,新竹,CH4,1.8,1.8,1.8,1.8,1.8,1.9,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.7,1.7,1.7,1.7,1.7,1.7,1.8,1.8
2017/06/18,新竹,CO,0.28,0.25,0.24,0.24,0.24,0.26,0.29,0.3,0.32,0.35,0.38,0.41,0.46,0.41,0.42,0.36,0.27,0.26,0.35,0.36,0.34,0.33,0.42,0.33
2017/06/18,新竹,NMHC,0.11,0.11,0.07,0.1,0.11,0.08,0.11,0.18,0.15,0.1,0.12,0.13,0.14,0.11,0.12,0.12,0.08,0.06,0.1,0.09,0.07,0.09,0.11,0.1
2017/06/18,新竹,NO,1.3,1.3,1.2,0.6,0.5,0.5,1.1,1.7,2.3,2.9,2.3,2.5,5.3,2.9,5.1,4.2,4.7,3.1,3.1,2.5,2.2,2.4,3.9,3.8
2017/06/18,新竹,NO2,10,7.6,6.8,5.7,5.6,6.6,11,10,9,8.2,9.4,12,15,12,18,14,11,8.3,11,9.4,9.6,10,13,11
2017/06/18,新竹,NOx,12,8.9,8,6.3,6.1,7,12,12,11,11,12,14,20,15,23,18,16,11,14,12,12,13,17,15
2017/06/18,新竹,O3,31,31,29,27,25,21,16,17,23,25,27,21,16,16,11,10,11,13,10,11,11,9.1,4.6,6.3
2017/06/18,新竹,PM10,8,10,11,9,10,9,6,6,8,7,4,6,9,12,14,10,9,11,10,9,13,17,20,21
2017/06/18,新竹,PM2.5,3,2,2,1,1,1,1,6,3,1,1,3,6,6,8,7,1,4,8,4,2,5,11,8
2017/06/18,新竹,RAINFALL,NR,NR,NR,0.2,0.6,14,9.4,2.2,0.2,NR,NR,3.2,0.2,2.2,1.2,2.8,6,5.4,0.6,0.2,NR,NR,NR,NR
2017/06/18,新竹,RH,89,88,87,87,88,89,90,91,90,83,78,81,85,86,87,85,84,87,86,79,78,79,80,79
2017/06/18,新竹,SO2,2.5,1,0.9,0.9,1,1,0.9,1,0.9,1.1,1.1,1.9,2,1.5,1.7,1.5,1.1,1,1.4,1.4,1.5,1.2,1.5,1.8
2017/06/18,新竹,THC,1.9,1.9,1.9,1.9,2,2,2,2,2,1.9,1.9,1.9,2,1.9,1.9,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.9,1.9
2017/06/18,新竹,WD_HR,79,80,79,87,76,150,80,81,81,90,50,283,2.6,265,84,235,230,242,241,250,245,238,220,245
2017/06/18,新竹,WIND_DIREC,91,83,84,96,87,95,81,94,103,95,264,305,40,69,329,225,225,241,244,249,242,234,165,246
2017/06/18,新竹,WIND_SPEED,1.1,1.5,1.6,1.7,1.4,1,1.4,1.6,1.7,1.7,1.1,0.8,0.7,1,0.9,2.5,3.3,2.7,2.3,3.2,2.7,2.1,0.9,1.9
2017/06/18,新竹,WS_HR,1.1,1.3,1.3,1.3,1,0.5,1.1,1.2,1.2,0.9,0.2,0.8,0.3,0.3,0.9,2,2.7,2.8,2.1,2.6,2.6,2.1,1,1.3
2017/06/19,新竹,AMB_TEMP,26,24,24,24,24,24,23,24,25,26,26,25,28,29,29,29,28,28,28,28,28,28,28,28
2017/06/19,新竹,CH4,1.8,1.8,1.8,1.8,1.8,1.9,1.8,1.8,1.9,1.9,1.8,1.7,1.7,1.7,1.7,1.7,1.8,1.8,1.8,1.7,1.7,1.7,1.7,1.8
2017/06/19,新竹,CO,0.24,0.24,0.2,0.16,0.11,0.15,0.17,0.37,0.86,0.58,0.38,0.34,0.31,0.32,0.34,0.41,0.42,0.5,0.48,0.38,0.38,0.27,0.29,0.24
2017/06/19,新竹,NMHC,0.09,0.15,0.09,0.1,0.09,0.12,0.15,0.23,0.34,0.22,0.13,0.13,0.13,0.12,0.13,0.17,0.21,0.26,0.22,0.15,0.14,0.09,0.11,0.11
2017/06/19,新竹,NO,1.3,3.7,2.1,1.8,1.3,3.6,6.3,15,25,26,9.6,7.3,5.4,2.7,2,1.6,1.7,1.6,1.3,1.4,2.7,2.4,3.1,2.1
